,OBJECTID,מקום,הערות,תאריך,שעות שהייה,סוג מיקום,x,y,"('ArcGIS',)_x","('ArcGIS',)_y","('Photon',)_x","('Photon',)_y","('Nominatim',)_x","('Nominatim',)_y"
34,14735,"מקווה גברים, רח', בארי 7, בני ברק",,9/3/2020,05:20-05:40,מיקום חולה,34.828802,32.0776151,34.82877804,32.0777352,,,,
35,14736,"בית כנסת מרכזי התמר, אפרת",,9/3/2020,00:02-23:58,מיקום חולה,35.149934,31.653589,34.70371,31.63689,,,,
36,14737,"מסעדת ""סוסו אנד סאן"", רח' משה לוי 10, ראשון לציון",,9/3/2020,01:00-02:30,מיקום חולה,34.773399,31.986691,34.77291489,31.98706702,,,,
37,14738,ברקה בבאר שבע,מסיבת פורים,9/3/2020,01:00-02:30,מיקום חולה,34.7927131,31.2391033,,,34.7681595,31.2700334,,
38,14739,"חנות Yellow בתחנת דלק פז, דרך לוי אשכול 23 קריית אונו",,9/3/2020,01:00-01:30,מיקום חולה,34.8616116,32.0637877,34.86314704,32.06110948,,,,
39,14740,סורה מרה- מועדון - תל אביב - יפו,,9/3/2020,01:00 - 03:00,מיקום חולה,34.7826736,32.0681499,34.92307,32.43739,,,,
40,14741,מסיבת PURIMAGINE דרך קיבוץ גלויות 45 תל אביב,,9/3/2020,02:00-04:00,מיקום חולה,34.7683185,32.0520743,34.76848728,32.05193857,,,,
41,14742,מועדון הסדר - תל אביב - יפו,,9/3/2020,02:30 - 03:00,מיקום חולה,34.76949738,32.06063023,34.80863,32.08413,34.78377118,32.08621945,,
42,14743,"בית כנסת ""אור ישראל"" ברח' חבקוק 27, בני ברק",,9/3/2020,03:00-05:00,מיקום חולה,34.83799481,32.08734132,34.83798286,32.08729748,,,,
43,14744,בית כנסת אור ישראל - בני ברק,,9/3/2020,04:30 - 07:30,מיקום חולה,34.83797415,32.0873191,34.84021,32.09585,34.82907148,32.0875674,,
44,14745,"בית כנסת ""אור לשבים"" יהוד",תפילה,9/3/2020,05:00-07:00,מיקום חולה,34.89205,32.03719,34.89169,32.03737,34.85733525,32.0284033,,
45,14746,"בית כנסת ""היכל מאיר"", רח' נורדאו 35, בני ברק",,9/3/2020,05:00-08:00,מיקום חולה,34.83515243,32.09436435,34.83522094,32.09438634,,,,
46,14747,בית כנסת 'תפארת ציון ושרה' - ירושלים,,9/3/2020,05:00 - 06:15,מיקום חולה,35.22884686,31.7226389,34.88691,31.94511,,,,
47,14748,"בית הכנסת 'תפארת ציון ושרה', הרב מנהר 20, הר חומה, ירושלים",,9/3/2020,05:15-06:15,מיקום חולה,35.22414326,31.72199524,35.21873,31.78003,,,,
48,14749,"ביהכ""נ הריב""ל - אשדוד",,9/3/2020,05:30 - 07:30,מיקום חולה,34.655314,31.804381,34.65732,31.80793,,,,
49,14750,"מכון כושר קרוספיט – עתיר ידע 19, בכפר סבא1",,9/3/2020,06:00-07:00,מיקום חולה,34.9347458,32.1618209,,,,,,
50,14751,"""כולל ברסלב"", רח' אלשיך 5, בני ברק",קומת הקרקע,9/3/2020,06:00-09:00,מיקום חולה,34.8342639,32.0812337,34.83417,32.08136,,,,
51,14752,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,9/3/2020,06:15-08:15,מיקום חולה,34.83942,32.08452,34.83965636,32.09204746,,,,
52,14753,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,9/3/2020,06:15-08:15,מיקום חולה,34.83942,32.08452,34.83965636,32.09204746,,,,
53,14754,"ארוחת בוקר במלון דן פנורמה, חיפה",,9/3/2020,06:30-07:00,מיקום חולה,34.98757,32.80663,34.98728002,32.80632993,,,,
54,14755,"בית ספר עירוני ה', רח' אבנר חושן 57 מודיעין",פורימון,9/3/2020,06:30-23:00,מיקום חולה,34.990973,31.906132,34.99959699,31.90274432,,,,
55,14756,"בית כנסת רשב""י מגדל העמק",עד יום למחרת,9/3/2020,07:00-02:00,מיקום חולה,35.2424411,32.6739629,35.24243,32.67921,34.9550346,32.5602527,,
56,14757,"בית כנסת ""אשכנזי"", עינב.",,9/3/2020,07:00-08:00,מיקום חולה,35.12615464,32.28490355,34.94364,31.32146,35.12674987,31.65287345,,
57,14758,בית כנסת חבסוב קריית מלאכי,,9/3/2020,07:00-08:00,מיקום חולה,34.7394107,31.7299507,34.74602,31.73209,,,,
58,14759,"בית כנסת ""כתר תורה"", רחוב רחל 11, הרצליה",,9/3/2020,07:00-08:45,מיקום חולה,34.8597152,32.1719498,34.85962726,32.17180449,,,,
59,14760,"בית הכנסת ""חושן"", רחוב בדולח 12, מודיעין",,9/3/2020,07:00-19:00,מיקום חולה,34.9946079,31.9036971,34.99464077,31.90370888,,,,
60,14761,"בית כנסת מגן שלמה, מושב גילת",קריאת מגילת אסתר,9/3/2020,07:00-08:30,מיקום חולה,34.648934,31.326321,34.73811,31.8761,,,,
61,14762,בית הכנסת פאר ששון בחדרה,,9/3/2020,07:00-09:00,מיקום חולה,34.917934,32.429825,,,,,,
62,14763,חדר אוכל אתר רוטנברג - אשקלון,,9/3/2020,07:00 - 08:00,מיקום חולה,34.5260912,31.6310856,34.5697,31.66667,,,,
63,14764,בית הכנסת פאר ששון - חדרה,,9/3/2020,07:00 - 09:00,מיקום חולה,34.92758137,32.44547183,34.90372706,32.44563803,,,,
64,14765,בית הכנסת המרכזי של שכונת התמר- קריאת מגילה - אפרת,,9/3/2020,07:00 - 09:00,מיקום חולה,35.149934,31.653589,35.06403,32.83819,,,,
65,14766,"בי""ח שע""צ - ירושלים",,9/3/2020,07:00 - 15:00,מיקום חולה,35.185261,31.773199,35.21873,31.78003,35.197999,31.77886415,,
66,14767,בית כנסת - בני ברק,,9/3/2020,07:00 - 09:00,מיקום חולה,34.83591482,32.07944015,34.8245,32.09012,34.82907148,32.0875674,34.8348101,32.0834453
67,14768,"בית הכנסת ""קול יהודה"" בקריית יערים",,9/3/2020,07:30-08:00,מיקום חולה,35.099945,31.802774,34.8779,32.03013,,,,
68,14769,"בית הכנסת תפארת נחמן (אולם גדול), רחוב אבן שפרוט 2, בני ברק",,9/3/2020,07:30-09:00,מיקום חולה,34.8327849,32.0902153,34.8326321,32.09078178,,,,
69,14770,"בית הכנסת 'אוהבי ירושלים' ברח' בן שטח, ירושלים",קריאת מגילה,9/3/2020,07:30-09:00,מיקום חולה,35.22151501,31.7797532,35.22159,31.77972,,,,
70,14771,"בית כנסת ""זיו יהודה"" ושטיבלאך, שד' אריה לוין בבני ברק",,9/3/2020,07:30-08:00,מיקום חולה,34.8379174,32.0972669,35.26437,32.54309,,,,
71,14772,"בית כנסת הרב שחף, רח' הרב נויפלד 10 בבני ברק",,9/3/2020,07:30-08:00,מיקום חולה,34.84142,32.0972214,35.26437,32.54309,,,,
72,14773,חדר אוכל של קיבוץ מירום גולן,ארוחת בוקר,9/3/2020,08:00-09:00,מיקום חולה,35.777071,33.132583,35.70636,32.98591,,,,
73,14774,כנסיית מינזר סטלה מאריס חיפה.,,9/3/2020,08:00-09:00,מיקום חולה,34.97012,32.82723,34.9795,32.82257,,,,
74,14775,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,9/3/2020,08:00-09:30,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
75,14776,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים",,9/3/2020,08:00-09:30,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
76,14777,בית הכנסת המרכזי בשכונת תמר באפרת,,9/3/2020,08:00-09:15,מיקום חולה,35.16417,31.68029,35.06403,32.83819,,,,
77,14778,בית ספר מקיף חטיבה תיכון בוקעתא,קיוסק,9/3/2020,08:00-13:00,מיקום חולה,35.77854433,33.20338884,35.78119,33.2003,,,,
78,14779,קפה שלונסקי - רעננה,,9/3/2020,08:00 - 17:00,מיקום חולה,34.863387,32.1912984,34.86351997,32.19089002,34.8634647,32.1915084,,
79,14780,בית כנסת צ'רנוביל - בני ברק,,9/3/2020,08:00 - 10:30,מיקום חולה,34.83925321,32.08559842,34.8245,32.09012,,,,
80,14781,בית- קריאת מגילה ואירוע סעודת פורים - גבעת זאב,,9/3/2020,08:00 - 16:00,מיקום חולה,35.17195982,31.83382613,35.164,31.86167,,,,
81,14782,בנק יהב עפולה,,9/3/2020,08:15-15:00,מיקום חולה,35.2940938,32.6037908,35.29432,32.60373,34.8829012,31.2929826,,
82,14783,"בית כנסת ""בית מנחם"" כפר חב''ד",,9/3/2020,08:30-09:30,מיקום חולה,34.8498459,31.9915199,34.835,32.08341,34.850424,31.991437,,
83,14784,"סופרמרקט ""נתיב החסד"", רח' נויפלד 15, בני ברק",,9/3/2020,08:30-09:00,מיקום חולה,34.8409219,32.096748,34.84070166,32.09679267,,,,
84,14785,מרכז חסידי ויז'ניץ - בני ברק,,9/3/2020,08:30 - 12:00,מיקום חולה,34.83882065,32.07944765,34.83847,32.07951,,,,
85,14786,מרפאה כללית אופקים (מישור הגפן),,9/3/2020,08:40-09:00,מיקום חולה,34.6126154,31.310954,34.61794099,31.30848206,,,,
86,14787,בית כנסת נחום יצחק בכפר חבד,שחרית,9/3/2020,09:00-11:00,מיקום חולה,34.85732,31.98545,,,,,,
87,14788,"ישיבת ""תולדות אהרון"", ירושלים",,9/3/2020,09:00-09:40,מיקום חולה,35.2250446,31.7856547,35.21873,31.78003,35.22517083,31.7855323,,
88,14789,"בית קפה ""קפה קפה"", רחוב יורדי ים 1, הרצליה",מרינה,9/3/2020,09:00-20:45,מיקום חולה,34.7953764,32.1616778,34.79591038,32.16113518,,,,
89,14790,בית כנסת - בני ברק,,9/3/2020,09:00 - 11:00,מיקום חולה,34.83585045,32.07942197,34.8245,32.09012,34.82907148,32.0875674,34.8348101,32.0834453
90,14791,חניכי ישיבות אישי ישראל - בני ברק,,9/3/2020,09:10 - 10:10,מיקום חולה,34.83767579,32.09720557,34.83047,32.0878,,,,
91,14792,אישי ישראל - בני ברק,,9/3/2020,09:10 - 10:10,מיקום חולה,34.84265482,32.0988647,34.83547,32.09069,34.8324376,32.0873899,,
92,14793,בית חסידים גור - בני ברק,,9/3/2020,09:10 - 10:10,מיקום חולה,34.84267984,32.09892245,34.83437,32.08403,34.82961625,32.0781192,,
93,14794,"תצפית ברח' יפה נוף, ליד גני הבהאיים, חיפה.",,9/3/2020,09:15-09:30,מיקום חולה,34.98527,32.81136,34.98604973,32.80980725,,,,
94,14795,"בית קפה- מאפייה ברחוב קריניצי 23, רמת גן",,9/3/2020,09:30-10:30,מיקום חולה,34.817537,32.080337,34.81752235,32.0802121,,,,
95,14796,בית כנסת חושן רח' בדולח 12 מודיעין1,קריאת מגילה לנשי,9/3/2020,09:30-11:00,מיקום חולה,34.9946079,31.9036971,34.99464077,31.90370888,,,,
96,14797,מקווה רחוב רבינה 16 בבני ברק,,9/3/2020,09:30-10:00,מיקום חולה,34.835226,32.084932,35.48858,32.45133,,,,
97,14798,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים,,9/3/2020,09:30-22:30,מיקום חולה,34.8385763,32.0760735,34.838397,32.07567699,,,,
98,14799,"""כולל אדרת אליהו"", רח' בן יעקב 17, בני ברק",,9/3/2020,09:30-13:00,מיקום חולה,34.8398083,32.0779264,34.8398648,32.07777523,,,,
99,14800,"בית כנסת ""תפארת נחמן"" - בני ברק",,9/3/2020,09:30 - 10:00,מיקום חולה,34.83285044,32.09059606,34.83259,32.09052,,,,
100,14801,לייזר טאג חיפה,,9/3/2020,10:00-12:00,מיקום חולה,35.0406276,32.7896944,35.00326,32.80123,34.980087,31.8368234,,
101,14802,"""ברכל מעיין 2000"", סמטת אז""ר 3, בני ברק",,9/3/2020,10:00-15:00,מיקום חולה,34.83489572,32.09013669,34.83429393,32.09043664,,,,
102,14803,דואר ישראל - תל אביב - יפו,,9/3/2020,10:00 - 10:30,מיקום חולה,34.7762662,32.06295441,34.83985,32.11788,34.7537207,32.0504829,,
103,14804,"בנק הפועלים רח' עצמאות 40 ב""ש - באר שבע",,9/3/2020,10:00 - 10:00,מיקום חולה,34.79054121,31.23989507,34.80865861,31.22628963,,,,
104,14805,מסיבת רחוב פורים סנסנה - סנסנה,,9/3/2020,10:00 - 10:00,מיקום חולה,34.901003,31.361765,34.90311,31.36296,,,,
105,14806,בית הכנסת בית החסידים גור - בני ברק,,9/3/2020,10:00 - 12:00,מיקום חולה,34.84267405,32.09888143,34.83624,32.08453,,,,
106,14807,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים,,9/3/2020,10:10-11:00,מיקום חולה,34.8385763,32.0760735,34.838397,32.07567699,,,,
107,14808,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,9/3/2020,10:15-11:15,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
108,14809,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,9/3/2020,10:15-11:15,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
109,14810,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,9/3/2020,10:15-11:15,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
110,14811,"בית הכנסת ""דרכי אבותינו"" מניין נשים רחוב גורדון 1 קריית יערים",,9/3/2020,10:15-11:15,מיקום חולה,35.1032978,31.8035901,35.10338624,31.80347925,,,,
111,14812,"כנסית הבשורה, נצרת",,9/3/2020,10:30-12:00,מיקום חולה,35.29739,32.70215,35.29714006,32.70223996,34.862792,31.822374,,
112,14813,"נתיב השיירות 4, מזכרת בתיה, ישראל","""אמפי פארק יצחקי"" מזכרת בתיה, באזור הכניסה הצפון מזרחי",9/3/2020,10:30-11:30,מיקום חולה,34.83453,31.85117,34.8346305,31.85128552,34.8323471,31.8516747,,
113,14814,"ידיעות אחרונות ברחוב נוח מוזס ,1 ראשון לציון",,9/3/2020,10:30-12:30,מיקום חולה,34.7599644,31.9918874,34.79437,31.97691,,,,
114,14815,גן שעשועים ברח' הרצל ביהוד,,9/3/2020,11:00-12:00,מיקום חולה,34.8859587,32.0380084,34.86624,31.93711,,,,
115,14816,סופר פארם מרכז גירון בן גוריון 21 אשקלון,,9/3/2020,11:00-11:30,מיקום חולה,34.5656529,31.6641306,34.56421257,31.66370476,,,,
116,14817,בית הכנסת המרכזי בעתניאל,קריאת מגילה,9/3/2020,11:00-12:00,מיקום חולה,35.02951532,31.44100122,35.06403,32.83819,35.2383246,32.1670317,,
117,14818,"קפה קפה, קיבוץ יפעת",,9/3/2020,11:00-11:45,מיקום חולה,35.2214472,32.6747312,35.22402,32.6786,34.7513004,32.040193,,
118,14819,רופאת עור קופח מכבי - בני ברק,,9/3/2020,11:00 - 11:30,מיקום חולה,34.8303992,32.0860237,34.83547,32.09069,,,,
119,14820,"""מחסני חשמל"" ברחוב יגאל אלון 127, תל אביב",,9/3/2020,11:30-13:00,מיקום חולה,34.795572,32.075502,34.7960405,32.07597839,34.7956823,32.0754993,,
120,14821,ארומה תחנה מרכזית באר שבע - באר שבע,,9/3/2020,11:40 - 11:45,מיקום חולה,34.79477281,31.24383016,34.79666,31.243,34.7974342,31.2424904,,
121,14822,"""אמפי פארק יצחקי"" מזכרת בתיה",עדלאידע,9/3/2020,11:45-12:00,מיקום חולה,34.841284,31.853529,34.8407,31.85505,,,,
122,14823,סופר מגה בעיר מנחם בגין 44 כפר יונה,,9/3/2020,11:50-12:25,מיקום חולה,34.9365342,32.3112272,34.93700844,32.311197,,,,
123,14824,א. צהריים מסעדת מערות הבית החדש בנצרת.,,9/3/2020,12:00-13:00,מיקום חולה,35.295353,32.702059,,,,,,
124,14825,"בית כנסת ""בית אל"" יהוד",,9/3/2020,12:00-13:00,מיקום חולה,34.88566,32.0338,35.2299,31.9475,34.88628605,31.9519394,,
125,14826,"מרכז מזון, נהלל",,9/3/2020,12:00-13:00,מיקום חולה,35.19647346,32.6902017,35.16669,32.97753,35.18628757,32.6826772,35.15314177,32.6707528
126,14827,"סעודת פורים, רחוב דמשק אליעזר, בני ברק",,9/3/2020,12:00-12:30,מיקום חולה,34.8374671,32.0746645,34.8375998,32.07451163,,,,
127,14828,חדר אוכל אתר רוטנברג - אשקלון,,9/3/2020,12:00 - 13:00,מיקום חולה,34.5260912,31.6310856,34.5697,31.66667,,,,
128,14829,"צ'יקן סטיישן מגדלי אלון, רח' יגאל אלון 94, תל אביב",,9/3/2020,12:30-13:30,מיקום חולה,34.7941454,32.0684862,34.79350058,32.0689927,,,,
129,14830,הפנינג בשכונת התמר - אפרת,,9/3/2020,12:30 - 13:00,מיקום חולה,35.16417,31.68029,35.14786637,31.6496982,,,,
130,14831,בית כנסת החושן במודיעין,,9/3/2020,12:45-13:00,מיקום חולה,34.99476,31.90359,35.29748082,32.99988464,,,,
131,14832,ביקור בבית הספר הבפטיסטי כולל אולם הכנסיה,,9/3/2020,13:00-13:40,מיקום חולה,35.295353,32.702059,35.43619,32.9437,,,,
132,14833,מחלקת שינוע שדה תעופה - לוד,,9/3/2020,13:00 - 22:30,מיקום חולה,34.82057918,32.09982547,34.89478149,31.95786087,,,,
133,14834,"""ארקפה"" ברחוב מנחם בגין בגין 11, רמת גן",,9/3/2020,13:30-14:30,מיקום חולה,34.800454,32.086409,34.81787176,32.06905403,,,,
134,14835,חנות בגדים גואה - ירושלים,,9/3/2020,13:45 - 14:14,מיקום חולה,35.2195921,31.7811675,35.49452,32.96666,,,,
135,14836,כנסיה החתונה קתולית (פרנסיסקנים)בכפר כנא.,,9/3/2020,14:00-14:40,מיקום חולה,35.33844,32.74703,,,,,,
136,14837,"אולם האירועים ""כוכב הים"" בקיסריה, קיבוץ שדות ים",מסיבת פורים של המרכז הבינתחומי הרצליה,9/3/2020,14:00-19:00,מיקום חולה,34.890499,32.49797315,34.8928,32.49066,,,,
137,14838,מרפאת מכבי דנט בנתיבות,,9/3/2020,14:00-20:00,מיקום חולה,34.59937,31.42207,35.08126,32.83415,,,,
138,14839,"רח' גורדון 13, יהוד",סעודת פורים,9/3/2020,14:00-14:30,מיקום חולה,34.88474,32.03161,34.88467894,32.03152749,34.8109711,31.9017756,,
139,14840,"אולם שמחות ""קרן החסד"", רחוב הושע 20, בני בר",,9/3/2020,14:00-19:00,מיקום חולה,34.8376993,32.0883393,35.48858,32.45133,,,,
140,14841,"חנות ""בנא משקאות"" בקניון פרץ סנטר בדימונה",,9/3/2020,14:00-15:00,מיקום חולה,35.0203137,31.0599323,,,,,,
141,14842,"אוהל קריאת מגילה, פנחס לבון 13 חולון",,9/3/2020,14:00-14:45,מיקום חולה,34.7707651,32.0094169,34.77020067,32.00960715,,,,
142,14843,"כוכב הים, קיסריה",מסיבה של המרכז הבינתחומי,9/3/2020,14:00-18:15,מיקום חולה,34.889488,32.4837,34.9130178,32.49120206,34.88941276,32.4837665,34.88941276,32.4837665
143,14844,"חנות בגדים ""סטודיו נועה"", רח' הפרחים 18, רשפון",,9/3/2020,14:00-19:00,מיקום חולה,34.8243992,32.2009033,34.82456,32.2007,,,,
144,14845,מסעדת אמא - ירושלים,,9/3/2020,14:00 - 15:00,מיקום חולה,35.2074883,31.7862072,35.23195277,31.73144032,35.2075418,31.7862098,35.2075418,31.7862098
145,14846,מרכז חסידי ויז'ניץ - בני ברק,,9/3/2020,14:00 - 16:15,מיקום חולה,34.83754391,32.07450038,34.83847,32.07951,,,,
146,14847,משפחת הופר- סעודת פורים - אפרת,,9/3/2020,14:30 - 19:00,מיקום חולה,35.149934,31.653589,,,,,,
147,14848,ביקור בחנות מזכרות של אנוואר בלאן(באמצע המדרגות לכיוון החניה של האוטובוסים לכנסיה הקתולית בכפר כנא),,9/3/2020,14:40-15:00,מיקום חולה,35.33844,32.74703,,,,,,
148,14849,"אולם אירועים ""כוכב הים"" בקיבוץ שדות ים",מסיבת פורים של המרכז הבינתחומי,9/3/2020,15:00-18:30,מיקום חולה,34.889488,32.4837,34.8928,32.49066,,,,
149,14850,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים,משתה היין,9/3/2020,15:00-17:30,מיקום חולה,34.8385763,32.0760735,34.838397,32.07567699,,,,
150,14851,"בית כנסת איצקוביץ, רח' הרב ש""ך 4, בני ברק",,9/3/2020,15:00-16:00,מיקום חולה,34.8355715,32.0859852,34.8354,32.08603,,,,
151,14852,קבר רבי יהודה הנשיא - ציפורי,,9/3/2020,15:00 - 17:00,מיקום חולה,35.275547,32.755712,35.27886343,32.74483036,,,,
152,14853,"סופרפארם קניון חולון, גולדה מאיר 7",,9/3/2020,15:30-16:00,מיקום חולה,34.77985,32.01225,34.77928004,32.01205007,,,,
153,14854,"""כולל אדרת אליהו"", רח' בן יעקב 17, בני ברק",,9/3/2020,15:45-16:10,מיקום חולה,34.8398083,32.0779264,34.8398648,32.07777523,,,,
154,14855,ביקור בכנסיית ההתגלות בהר תבור,,9/3/2020,15:50-17:00,מיקום חולה,35.39249,32.68627,,,,,,
155,14856,"מועדון נוער ""אור ישראלי"" מגדל העמק",,9/3/2020,16:00-21:00,מיקום חולה,35.23878551,32.67711977,35.24105201,32.67188092,,,,
156,14857,"מועדון נוער ""אור ישראלי"" מגדל העמק",,9/3/2020,16:00-21:00,מיקום חולה,35.23878551,32.67711977,35.24105201,32.67188092,,,,
